C,mean_recall,std_recall,mean_precision,std_precision,mean_f1,std_f1,mean_roc_auc,std_roc_auc,mean_accuracy,std_accuracy,is_best
1.0,0.903234398782344,0.051164324698274546,0.0993680266011623,0.006508664451665438,0.17903683716390578,0.01155586710635392,0.6758091717783722,0.03214844279283313,0.3482455270735968,0.01370358172314903,True
10.0,0.9004946727549467,0.0514715859628338,0.09931399808165323,0.006644711908415625,0.17889439367249255,0.011776336466389396,0.6753709971667653,0.03208924174953299,0.3495484586696879,0.014659214702096976,False
100.0,0.9004946727549467,0.0514715859628338,0.09931399808165323,0.006644711908415625,0.17889439367249255,0.011776336466389396,0.6752914153455825,0.03211808654922017,0.3495484586696879,0.014659214702096976,False
1000.0,0.9004946727549467,0.0514715859628338,0.09931399808165323,0.006644711908415625,0.17889439367249255,0.011776336466389396,0.6752395955011917,0.032129072809683905,0.3495484586696879,0.014659214702096976,False
0.1,0.9060502283105023,0.03601935356946621,0.09660728023102622,0.004359599874449473,0.1745931163169468,0.007723609523696652,0.6782603946173783,0.03200068308637383,0.3260860123684086,0.014029791457790923,False
0.01,0.9806697108066971,0.020914015353734352,0.08982877785832996,0.0017051737643162218,0.16458127949033058,0.003135781212291466,0.6717643553097181,0.025055817280641404,0.21703276212056838,0.009854235241758,False
0.001,1.0,0.0,0.07864419581740074,0.0005647426135001637,0.14582005236761175,0.0009706074013557105,0.5,0.0,0.07864419581740074,0.0005647426135001637,False
