fold,threshold,C,l1_ratio,class_weight,clipped_values,recall,precision,f1,roc_auc,accuracy
5,0.3,1.0,0.8,none,1895,0.013888888888888888,0.25,0.02631578947368421,0.6941660115303983,0.9195652173913044
1,0.3,1.0,0.8,balanced,1872,0.9722222222222222,0.10638297872340426,0.1917808219178082,0.6977489857348514,0.35939196525515743
2,0.3,1.0,0.8,balanced,1859,0.9315068493150684,0.10445468509984639,0.1878453038674033,0.7021194107004394,0.36156351791530944
3,0.3,1.0,0.8,balanced,1883,0.9041095890410958,0.09969788519637462,0.17959183673469387,0.6442717756526233,0.34527687296416937
4,0.3,1.0,0.8,balanced,1912,0.8611111111111112,0.09379727685325265,0.16916780354706684,0.6367433176100629,0.33804347826086956
5,0.3,1.0,0.8,balanced,1895,0.8472222222222222,0.09172932330827067,0.1655359565807327,0.6974744496855345,0.33152173913043476
1,0.3,1.0,0.8,"0:1.0,1:2.0",1872,0.1388888888888889,0.14705882352941177,0.14285714285714285,0.6985178641539065,0.8697068403908795
2,0.3,1.0,0.8,"0:1.0,1:2.0",1859,0.1232876712328767,0.19148936170212766,0.15,0.701812483845955,0.8892508143322475
3,0.3,1.0,0.8,"0:1.0,1:2.0",1883,0.0821917808219178,0.1111111111111111,0.09448818897637795,0.6442233135177048,0.8751357220412594
4,0.3,1.0,0.8,"0:1.0,1:2.0",1912,0.18055555555555555,0.15853658536585366,0.16883116883116883,0.6344830974842768,0.8608695652173913
5,0.3,1.0,0.8,"0:1.0,1:2.0",1895,0.16666666666666666,0.19672131147540983,0.18045112781954886,0.6952469863731656,0.8815217391304347
1,0.3,1.0,0.8,"0:1.0,1:4.0",1872,0.5416666666666666,0.14338235294117646,0.22674418604651161,0.6985342232692056,0.7111834961997828
2,0.3,1.0,0.8,"0:1.0,1:4.0",1859,0.5342465753424658,0.13494809688581316,0.2154696132596685,0.7009563194623935,0.6916395222584147
3,0.3,1.0,0.8,"0:1.0,1:4.0",1883,0.410958904109589,0.10600706713780919,0.16853932584269662,0.6428017575600931,0.6786102062975027
4,0.3,1.0,0.8,"0:1.0,1:4.0",1912,0.5138888888888888,0.12012987012987013,0.19473684210526315,0.6359571540880503,0.6673913043478261
5,0.3,1.0,0.8,"0:1.0,1:4.0",1895,0.5833333333333334,0.14893617021276595,0.23728813559322035,0.6963443396226415,0.7065217391304348
1,0.3,1.0,0.8,"0:1.0,1:6.0",1872,0.6805555555555556,0.11835748792270531,0.20164609053497942,0.6985669414998037,0.5787187839305103
2,0.3,1.0,0.8,"0:1.0,1:6.0",1859,0.7808219178082192,0.1313364055299539,0.22485207100591717,0.701344016541742,0.5732899022801303
3,0.3,1.0,0.8,"0:1.0,1:6.0",1883,0.7123287671232876,0.1187214611872146,0.2035225048923679,0.6426402171103645,0.5580890336590663
4,0.3,1.0,0.8,"0:1.0,1:6.0",1912,0.6944444444444444,0.1072961373390558,0.18587360594795538,0.6368743448637316,0.5239130434782608
5,0.3,1.0,0.8,"0:1.0,1:6.0",1895,0.75,0.1258741258741259,0.2155688622754491,0.6972123951781971,0.5728260869565217
1,0.3,10.0,0.2,none,1872,0.013888888888888888,0.14285714285714285,0.02531645569620253,0.6995157701871483,0.9163952225841476
2,0.3,10.0,0.2,none,1859,0.0273972602739726,0.6666666666666666,0.05263157894736842,0.7009078573274747,0.9218241042345277
3,0.3,10.0,0.2,none,1883,0.0136986301369863,0.16666666666666666,0.02531645569620253,0.6355808994572242,0.9163952225841476
4,0.3,10.0,0.2,none,1912,0.013888888888888888,0.16666666666666666,0.02564102564102564,0.6392000786163522,0.9173913043478261
5,0.3,10.0,0.2,none,1895,0.013888888888888888,0.3333333333333333,0.02666666666666667,0.6957219601677148,0.9206521739130434
1,0.3,10.0,0.2,balanced,1872,0.9722222222222222,0.10687022900763359,0.19257221458046767,0.6975853945818611,0.36264929424538545
2,0.3,10.0,0.2,balanced,1859,0.9315068493150684,0.10510046367851623,0.18888888888888888,0.7008109330576375,0.36590662323561346
3,0.3,10.0,0.2,balanced,1883,0.8904109589041096,0.0989345509893455,0.1780821917808219,0.6407663478935124,0.3485342019543974
4,0.3,10.0,0.2,balanced,1912,0.8611111111111112,0.09379727685325265,0.16916780354706684,0.6399043501048218,0.33804347826086956
5,0.3,10.0,0.2,balanced,1895,0.8472222222222222,0.09186746987951808,0.16576086956521738,0.6980968291404612,0.33260869565217394
1,0.3,10.0,0.2,"0:1.0,1:2.0",1872,0.16666666666666666,0.17142857142857143,0.16901408450704225,0.6996139248789426,0.8718783930510315
2,0.3,10.0,0.2,"0:1.0,1:2.0",1859,0.136986301369863,0.18181818181818182,0.15625,0.7007140087878004,0.8827361563517915
3,0.3,10.0,0.2,"0:1.0,1:2.0",1883,0.0958904109589041,0.11864406779661017,0.10606060606060606,0.6371478418195916,0.8718783930510315
4,0.3,10.0,0.2,"0:1.0,1:2.0",1912,0.18055555555555555,0.16049382716049382,0.16993464052287582,0.6392328354297694,0.8619565217391304
5,0.3,10.0,0.2,"0:1.0,1:2.0",1895,0.16666666666666666,0.19672131147540983,0.18045112781954886,0.6962952044025158,0.8815217391304347
1,0.3,10.0,0.2,"0:1.0,1:4.0",1872,0.5416666666666666,0.14233576642335766,0.2254335260115607,0.6994176154953541,0.7090119435396308
2,0.3,10.0,0.2,"0:1.0,1:4.0",1859,0.547945205479452,0.13651877133105803,0.2185792349726776,0.7004716981132075,0.6894679695982627
3,0.3,10.0,0.2,"0:1.0,1:4.0",1883,0.410958904109589,0.1048951048951049,0.1671309192200557,0.6387309382269319,0.6753528773072747
4,0.3,10.0,0.2,"0:1.0,1:4.0",1912,0.5138888888888888,0.11935483870967742,0.193717277486911,0.639609538784067,0.6652173913043479
5,0.3,10.0,0.2,"0:1.0,1:4.0",1895,0.625,0.15734265734265734,0.25139664804469275,0.6973598008385744,0.7086956521739131
1,0.3,10.0,0.2,"0:1.0,1:6.0",1872,0.6944444444444444,0.1201923076923077,0.20491803278688525,0.6989595602669807,0.5787187839305103
2,0.3,10.0,0.2,"0:1.0,1:6.0",1859,0.7808219178082192,0.13073394495412843,0.22396856581532418,0.7009401654174205,0.5711183496199783
3,0.3,10.0,0.2,"0:1.0,1:6.0",1883,0.6986301369863014,0.11670480549199085,0.2,0.6391347893512535,0.5570032573289903
4,0.3,10.0,0.2,"0:1.0,1:6.0",1912,0.6944444444444444,0.10752688172043011,0.186219739292365,0.6396914308176102,0.525
5,0.3,10.0,0.2,"0:1.0,1:6.0",1895,0.75,0.1261682242990654,0.216,0.697539963312369,0.5739130434782609
1,0.3,10.0,0.5,none,1872,0.013888888888888888,0.14285714285714285,0.02531645569620253,0.6994994110718493,0.9163952225841476
2,0.3,10.0,0.5,none,1859,0.0273972602739726,0.6666666666666666,0.05263157894736842,0.7007463168777462,0.9218241042345277
3,0.3,10.0,0.5,none,1883,0.0136986301369863,0.16666666666666666,0.02531645569620253,0.6355001292323599,0.9163952225841476
4,0.3,10.0,0.5,none,1912,0.013888888888888888,0.16666666666666666,0.02564102564102564,0.6389871593291405,0.9173913043478261
5,0.3,10.0,0.5,none,1895,0.013888888888888888,0.3333333333333333,0.02666666666666667,0.6955417976939203,0.9206521739130434
1,0.3,10.0,0.5,balanced,1872,0.9722222222222222,0.10687022900763359,0.19257221458046767,0.6975199581206649,0.36264929424538545
2,0.3,10.0,0.5,balanced,1859,0.9315068493150684,0.10510046367851623,0.18888888888888888,0.700762470922719,0.36590662323561346
3,0.3,10.0,0.5,balanced,1883,0.8904109589041096,0.0989345509893455,0.1780821917808219,0.6406532695787024,0.3485342019543974
4,0.3,10.0,0.5,balanced,1912,0.8611111111111112,0.09379727685325265,0.16916780354706684,0.6398388364779874,0.33804347826086956
5,0.3,10.0,0.5,balanced,1895,0.8472222222222222,0.09186746987951808,0.16576086956521738,0.6980804507337526,0.33260869565217394
1,0.3,10.0,0.5,"0:1.0,1:2.0",1872,0.16666666666666666,0.17142857142857143,0.16901408450704225,0.6996630022248397,0.8718783930510315
2,0.3,10.0,0.5,"0:1.0,1:2.0",1859,0.136986301369863,0.18518518518518517,0.15748031496062992,0.7006817006978546,0.8838219326818675
3,0.3,10.0,0.5,"0:1.0,1:2.0",1883,0.0958904109589041,0.11864406779661017,0.10606060606060606,0.637099379684673,0.8718783930510315
4,0.3,10.0,0.5,"0:1.0,1:2.0",1912,0.18055555555555555,0.16049382716049382,0.16993464052287582,0.6391509433962265,0.8619565217391304
5,0.3,10.0,0.5,"0:1.0,1:2.0",1895,0.16666666666666666,0.19672131147540983,0.18045112781954886,0.6961969339622641,0.8815217391304347
1,0.3,10.0,0.5,"0:1.0,1:4.0",1872,0.5416666666666666,0.14233576642335766,0.2254335260115607,0.6993848972647558,0.7090119435396308
2,0.3,10.0,0.5,"0:1.0,1:4.0",1859,0.547945205479452,0.136986301369863,0.2191780821917808,0.7005686223830447,0.6905537459283387
3,0.3,10.0,0.5,"0:1.0,1:4.0",1883,0.4246575342465753,0.10801393728222997,0.17222222222222222,0.6386986301369864,0.6764386536373507
4,0.3,10.0,0.5,"0:1.0,1:4.0",1912,0.5138888888888888,0.11935483870967742,0.193717277486911,0.6395931603773585,0.6652173913043479
5,0.3,10.0,0.5,"0:1.0,1:4.0",1895,0.625,0.15734265734265734,0.25139664804469275,0.6973598008385744,0.7086956521739131
1,0.3,10.0,0.5,"0:1.0,1:6.0",1872,0.6944444444444444,0.1201923076923077,0.20491803278688525,0.6990086376128779,0.5787187839305103
2,0.3,10.0,0.5,"0:1.0,1:6.0",1859,0.7808219178082192,0.13073394495412843,0.22396856581532418,0.7008432411475833,0.5711183496199783
3,0.3,10.0,0.5,"0:1.0,1:6.0",1883,0.6986301369863014,0.11670480549199085,0.2,0.6391024812613078,0.5570032573289903
4,0.3,10.0,0.5,"0:1.0,1:6.0",1912,0.6944444444444444,0.10752688172043011,0.186219739292365,0.6395931603773585,0.525
5,0.3,10.0,0.5,"0:1.0,1:6.0",1895,0.75,0.1258741258741259,0.2155688622754491,0.6975890985324948,0.5728260869565217
1,0.3,10.0,0.8,none,1872,0.013888888888888888,0.14285714285714285,0.02531645569620253,0.6995812066483444,0.9163952225841476
2,0.3,10.0,0.8,none,1859,0.0273972602739726,0.6666666666666666,0.05263157894736842,0.7007786249676918,0.9218241042345277
3,0.3,10.0,0.8,none,1883,0.0136986301369863,0.16666666666666666,0.02531645569620253,0.6352901266477126,0.9163952225841476
4,0.3,10.0,0.8,none,1912,0.013888888888888888,0.16666666666666666,0.02564102564102564,0.6388888888888888,0.9173913043478261
5,0.3,10.0,0.8,none,1895,0.013888888888888888,0.3333333333333333,0.02666666666666667,0.6952306079664571,0.9206521739130434
1,0.3,10.0,0.8,balanced,1872,0.9722222222222222,0.10687022900763359,0.19257221458046767,0.697552676351263,0.36264929424538545
2,0.3,10.0,0.8,balanced,1859,0.9315068493150684,0.10510046367851623,0.18888888888888888,0.7006009304729904,0.36590662323561346
3,0.3,10.0,0.8,balanced,1883,0.8904109589041096,0.0989345509893455,0.1780821917808219,0.6406048074437839,0.3485342019543974
4,0.3,10.0,0.8,balanced,1912,0.8611111111111112,0.09379727685325265,0.16916780354706684,0.6397569444444444,0.33804347826086956
5,0.3,10.0,0.8,balanced,1895,0.8472222222222222,0.09186746987951808,0.16576086956521738,0.6980968291404612,0.33260869565217394
1,0.3,10.0,0.8,"0:1.0,1:2.0",1872,0.16666666666666666,0.17391304347826086,0.1702127659574468,0.6998265933778302,0.8729641693811075
2,0.3,10.0,0.8,"0:1.0,1:2.0",1859,0.136986301369863,0.18867924528301888,0.15873015873015872,0.7007301628327733,0.8849077090119435
3,0.3,10.0,0.8,"0:1.0,1:2.0",1883,0.0958904109589041,0.11864406779661017,0.10606060606060606,0.6369539932799174,0.8718783930510315
4,0.3,10.0,0.8,"0:1.0,1:2.0",1912,0.18055555555555555,0.15853658536585366,0.16883116883116883,0.6391181865828093,0.8608695652173913
5,0.3,10.0,0.8,"0:1.0,1:2.0",1895,0.16666666666666666,0.1935483870967742,0.1791044776119403,0.696164177148847,0.8804347826086957
1,0.3,10.0,0.8,"0:1.0,1:4.0",1872,0.5416666666666666,0.14285714285714285,0.22608695652173913,0.6994666928412512,0.7100977198697068
2,0.3,10.0,0.8,"0:1.0,1:4.0",1859,0.547945205479452,0.136986301369863,0.2191780821917808,0.7006009304729905,0.6905537459283387
3,0.3,10.0,0.8,"0:1.0,1:4.0",1883,0.4246575342465753,0.10801393728222997,0.17222222222222222,0.6386986301369864,0.6764386536373507
4,0.3,10.0,0.8,"0:1.0,1:4.0",1912,0.5138888888888888,0.11935483870967742,0.193717277486911,0.6394785115303984,0.6652173913043479
5,0.3,10.0,0.8,"0:1.0,1:4.0",1895,0.625,0.156794425087108,0.25069637883008355,0.6971796383647799,0.7076086956521739
1,0.3,10.0,0.8,"0:1.0,1:6.0",1872,0.6944444444444444,0.1201923076923077,0.20491803278688525,0.6989268420363827,0.5787187839305103
2,0.3,10.0,0.8,"0:1.0,1:6.0",1859,0.7808219178082192,0.13073394495412843,0.22396856581532418,0.7009078573274747,0.5711183496199783
3,0.3,10.0,0.8,"0:1.0,1:6.0",1883,0.6986301369863014,0.11697247706422019,0.20039292730844793,0.6390378650814165,0.5580890336590663
4,0.3,10.0,0.8,"0:1.0,1:6.0",1912,0.6944444444444444,0.10752688172043011,0.186219739292365,0.6395931603773585,0.525
5,0.3,10.0,0.8,"0:1.0,1:6.0",1895,0.75,0.1258741258741259,0.2155688622754491,0.6975890985324947,0.5728260869565217
